Year,Year ending,Police Region,Local Government Area,Incidents Recorded,"Rate per 100,000 population",LGA,LGATRIM
2015,December,2 Eastern, Mansfield,339,"3,974.2", MANSFIELD,Mansfield
2015,December,2 Eastern, Maroondah,"5,791","5,123.7", MAROONDAH,Maroondah
2015,December,2 Eastern, Mitchell,"2,656","6,596.5", MITCHELL,Mitchell
2015,December,2 Eastern, Moira,"1,104","3,769.5", MOIRA,Moira
2015,December,2 Eastern, Monash,"7,525","3,977.8", MONASH,Monash
2015,December,2 Eastern, Murrindindi,509,"3,675.6", MURRINDINDI,Murrindindi
2015,December,2 Eastern, South Gippsland,907,"3,151.4", SOUTH GIPPSLAND,South Gippsland
2015,December,2 Eastern, Strathbogie,359,"3,528.3", STRATHBOGIE,Strathbogie
2015,December,2 Eastern, Towong,167,"2,781.0", TOWONG,Towong
2015,December,2 Eastern, Wangaratta,"1,629","5,788.3", WANGARATTA,Wangaratta
2015,December,2 Eastern, Wellington,"2,965","6,867.9", WELLINGTON,Wellington
2015,December,2 Eastern, Whitehorse,"5,781","3,468.3", WHITEHORSE,Whitehorse
2015,December,2 Eastern, Wodonga,"2,617","6,672.1", WODONGA,Wodonga
2015,December,2 Eastern, Yarra Ranges,"5,441","3,547.1", YARRA RANGES,Yarra Ranges
2015,December,2 Eastern,Total,"78,021","4,785.8",TOTAL,Total
2015,December,3 Southern Metro, Bayside,"3,642","3,596.4", BAYSIDE,Bayside
2015,December,3 Southern Metro, Cardinia,"4,678","5,068.4", CARDINIA,Cardinia
2015,December,3 Southern Metro, Casey,"15,155","5,059.6", CASEY,Casey
2015,December,3 Southern Metro, Frankston,"10,922","7,926.6", FRANKSTON,Frankston
2015,December,3 Southern Metro, Glen Eira,"5,141","3,523.1", GLEN EIRA,Glen Eira
2015,December,3 Southern Metro, Greater Dandenong,"13,511","8,657.5", GREATER DANDENONG,Greater Dandenong
2015,December,3 Southern Metro, Kingston,"8,065","5,161.8", KINGSTON,Kingston
2015,December,3 Southern Metro, Mornington Peninsula,"8,134","5,121.2", MORNINGTON PENINSULA,Mornington Peninsula
2015,December,3 Southern Metro, Port Phillip,"9,788","9,200.9", PORT PHILLIP,Port Phillip
2015,December,3 Southern Metro, Stonnington,"7,775","7,197.2", STONNINGTON,Stonnington
2015,December,3 Southern Metro,Total,"86,811","5,936.4",TOTAL,Total
2015,December,4 Western, Ararat,910,"7,815.2", ARARAT,Ararat
2015,December,4 Western, Ballarat,"8,730","8,602.8", BALLARAT,Ballarat
2015,December,4 Western, Buloke,178,"2,822.7", BULOKE,Buloke
2015,December,4 Western, Campaspe,"2,331","6,227.8", CAMPASPE,Campaspe
2015,December,4 Western, Central Goldfields,846,"6,532.8", CENTRAL GOLDFIELDS,Central Goldfields
2015,December,4 Western, Colac-Otway,"1,193","5,619.4", COLAC-OTWAY,Colac-Otway
2015,December,4 Western, Corangamite,506,"3,109.3", CORANGAMITE,Corangamite
2015,December,4 Western, Gannawarra,456,"4,328.0", GANNAWARRA,Gannawarra
2015,December,4 Western, Glenelg,"1,227","6,221.5", GLENELG,Glenelg
2015,December,4 Western, Golden Plains,543,"2,538.8", GOLDEN PLAINS,Golden Plains
2015,December,4 Western, Greater Bendigo,"6,348","5,775.7", GREATER BENDIGO,Greater Bendigo
2015,December,4 Western, Greater Geelong,"15,450","6,633.0", GREATER GEELONG,Greater Geelong
2015,December,4 Western, Hepburn,584,"3,808.5", HEPBURN,Hepburn
2015,December,4 Western, Hindmarsh,162,"2,789.3", HINDMARSH,Hindmarsh
2015,December,4 Western, Horsham,"1,973","9,968.7", HORSHAM,Horsham
2015,December,4 Western, Loddon,313,"4,156.2", LODDON,Loddon
2015,December,4 Western, Macedon Ranges,"1,518","3,273.5", MACEDON RANGES,Macedon Ranges
2015,December,4 Western, Mildura,"4,681","8,643.5", MILDURA,Mildura
2015,December,4 Western, Moorabool,"1,602","5,046.0", MOORABOOL,Moorabool
2015,December,4 Western, Mount Alexander,722,"3,841.7", MOUNT ALEXANDER,Mount Alexander
2015,December,4 Western, Moyne,407,"2,453.1", MOYNE,Moyne
2015,December,4 Western, Northern Grampians,811,"6,965.0", NORTHERN GRAMPIANS,Northern Grampians
2015,December,4 Western, Pyrenees,355,"4,945.0", PYRENEES,Pyrenees
2015,December,4 Western, Queenscliffe,154,"5,250.6", QUEENSCLIFFE,Queenscliffe
2015,December,4 Western, Southern Grampians,799,"4,943.7", SOUTHERN GRAMPIANS,Southern Grampians
2015,December,4 Western, Surf Coast,"1,160","3,915.6", SURF COAST,Surf Coast
2015,December,4 Western, Swan Hill,"1,615","7,729.9", SWAN HILL,Swan Hill
2015,December,4 Western, Warrnambool,"2,157","6,343.2", WARRNAMBOOL,Warrnambool
2015,December,4 Western, West Wimmera,103,"2,591.8", WEST WIMMERA,West Wimmera
2015,December,4 Western, Yarriambiack,315,"4,614.7", YARRIAMBIACK,Yarriambiack
2015,December,4 Western,Total,"58,149","6,113.5",TOTAL,Total
2015,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,774,, JUSTICE INSTITUTIONS AND IMMIGRATION FACILITIES,Justice Institutions and Immigration Facilities
2015,December,Justice Institutions and Immigration Facilities,Total,774,,TOTAL,Total
2015,December,Unincorporated Vic, Unincorporated Vic,93,, UNINCORPORATED VIC,Unincorporated Vic
2015,December,Unincorporated Vic,Total,93,,TOTAL,Total
2014,December,1 North West Metro, Banyule,"6,806","5,440.1", BANYULE,Banyule
2014,December,1 North West Metro, Brimbank,"13,724","6,915.0", BRIMBANK,Brimbank
2014,December,1 North West Metro, Darebin,"10,974","7,339.9", DAREBIN,Darebin
2014,December,1 North West Metro, Hobsons Bay,"5,557","6,146.0", HOBSONS BAY,Hobsons Bay
2014,December,1 North West Metro, Hume,"13,223","6,913.0", HUME,Hume
2014,December,1 North West Metro, Maribyrnong,"6,576","7,974.5", MARIBYRNONG,Maribyrnong
2014,December,1 North West Metro, Melbourne,"23,745","18,554.4", MELBOURNE,Melbourne
2014,December,1 North West Metro, Melton,"7,528","5,821.7", MELTON,Melton
2014,December,1 North West Metro, Merri-bek,"10,295","6,273.7", MERRI-BEK,Merri-bek
2014,December,1 North West Metro, Moonee Valley,"6,445","5,472.9", MOONEE VALLEY,Moonee Valley
2014,December,1 North West Metro, Nillumbik,"1,586","2,500.3", NILLUMBIK,Nillumbik
2014,December,1 North West Metro, Whittlesea,"10,240","5,449.7", WHITTLESEA,Whittlesea
2014,December,1 North West Metro, Wyndham,"10,157","5,040.4", WYNDHAM,Wyndham
2014,December,1 North West Metro, Yarra,"9,958","11,416.1", YARRA,Yarra
2014,December,1 North West Metro,Total,"136,814","7,138.9",TOTAL,Total
2014,December,2 Eastern, Alpine,278,"2,250.1", ALPINE,Alpine
2014,December,2 Eastern, Bass Coast,"1,996","6,253.7", BASS COAST,Bass Coast
2014,December,2 Eastern, Baw Baw,"2,278","4,883.8", BAW BAW,Baw Baw
2014,December,2 Eastern, Benalla,819,"5,892.9", BENALLA,Benalla
2014,December,2 Eastern, Boroondara,"5,686","3,293.2", BOROONDARA,Boroondara
2014,December,2 Eastern, East Gippsland,"2,921","6,597.1", EAST GIPPSLAND,East Gippsland
2014,December,2 Eastern, Greater Shepparton,"5,629","8,806.5", GREATER SHEPPARTON,Greater Shepparton
2014,December,2 Eastern, Indigo,329,"2,091.3", INDIGO,Indigo
2014,December,2 Eastern, Knox,"7,160","4,547.9", KNOX,Knox
2014,December,2 Eastern, Latrobe,"7,815","10,541.7", LATROBE,Latrobe
2014,December,2 Eastern, Manningham,"3,130","2,620.6", MANNINGHAM,Manningham
2014,December,2 Eastern, Mansfield,388,"4,621.8", MANSFIELD,Mansfield
2014,December,2 Eastern, Maroondah,"5,871","5,269.2", MAROONDAH,Maroondah
2014,December,2 Eastern, Mitchell,"2,145","5,488.2", MITCHELL,Mitchell
2014,December,2 Eastern, Moira,"1,083","3,721.6", MOIRA,Moira
2014,December,2 Eastern, Monash,"6,885","3,698.6", MONASH,Monash
2014,December,2 Eastern, Murrindindi,517,"3,777.3", MURRINDINDI,Murrindindi
2014,December,2 Eastern, South Gippsland,901,"3,159.1", SOUTH GIPPSLAND,South Gippsland
2014,December,2 Eastern, Strathbogie,340,"3,393.9", STRATHBOGIE,Strathbogie
2014,December,2 Eastern, Towong,148,"2,474.1", TOWONG,Towong
2014,December,2 Eastern, Wangaratta,"1,689","6,062.0", WANGARATTA,Wangaratta
2014,December,2 Eastern, Wellington,"2,900","6,752.4", WELLINGTON,Wellington
2014,December,2 Eastern, Whitehorse,"5,699","3,468.2", WHITEHORSE,Whitehorse
2014,December,2 Eastern, Wodonga,"2,431","6,335.8", WODONGA,Wodonga
2014,December,2 Eastern, Yarra Ranges,"5,353","3,522.5", YARRA RANGES,Yarra Ranges
2014,December,2 Eastern,Total,"74,391","4,619.9",TOTAL,Total
2014,December,3 Southern Metro, Bayside,"3,231","3,237.6", BAYSIDE,Bayside
2014,December,3 Southern Metro, Cardinia,"3,862","4,385.1", CARDINIA,Cardinia
2014,December,3 Southern Metro, Casey,"12,926","4,489.2", CASEY,Casey
2014,December,3 Southern Metro, Frankston,"10,624","7,801.4", FRANKSTON,Frankston
2014,December,3 Southern Metro, Glen Eira,"4,331","3,014.0", GLEN EIRA,Glen Eira
2014,December,3 Southern Metro, Greater Dandenong,"12,059","7,926.5", GREATER DANDENONG,Greater Dandenong
2014,December,3 Southern Metro, Kingston,"7,171","4,650.2", KINGSTON,Kingston
2014,December,3 Southern Metro, Mornington Peninsula,"7,681","4,908.0", MORNINGTON PENINSULA,Mornington Peninsula
2014,December,3 Southern Metro, Port Phillip,"9,058","8,672.0", PORT PHILLIP,Port Phillip
2014,December,3 Southern Metro, Stonnington,"7,159","6,760.5", STONNINGTON,Stonnington
2014,December,3 Southern Metro,Total,"78,102","5,466.0",TOTAL,Total
2014,December,4 Western, Ararat,797,"6,894.5", ARARAT,Ararat
2014,December,4 Western, Ballarat,"7,533","7,539.5", BALLARAT,Ballarat
2014,December,4 Western, Buloke,180,"2,841.4", BULOKE,Buloke
2014,December,4 Western, Campaspe,"2,330","6,240.3", CAMPASPE,Campaspe
2014,December,4 Western, Central Goldfields,805,"6,248.1", CENTRAL GOLDFIELDS,Central Goldfields
2014,December,4 Western, Colac-Otway,"1,099","5,200.9", COLAC-OTWAY,Colac-Otway
2014,December,4 Western, Corangamite,474,"2,900.9", CORANGAMITE,Corangamite
2014,December,4 Western, Gannawarra,427,"4,053.5", GANNAWARRA,Gannawarra
2014,December,4 Western, Glenelg,"1,400","7,086.8", GLENELG,Glenelg
2014,December,4 Western, Golden Plains,467,"2,234.6", GOLDEN PLAINS,Golden Plains
2014,December,4 Western, Greater Bendigo,"6,182","5,726.5", GREATER BENDIGO,Greater Bendigo
2014,December,4 Western, Greater Geelong,"15,067","6,615.8", GREATER GEELONG,Greater Geelong
2014,December,4 Western, Hepburn,494,"3,253.4", HEPBURN,Hepburn
2014,December,4 Western, Hindmarsh,147,"2,515.4", HINDMARSH,Hindmarsh
2014,December,4 Western, Horsham,"1,577","7,985.6", HORSHAM,Horsham
2014,December,4 Western, Loddon,237,"3,154.5", LODDON,Loddon
2014,December,4 Western, Macedon Ranges,"1,475","3,243.8", MACEDON RANGES,Macedon Ranges
2014,December,4 Western, Mildura,"4,658","8,668.1", MILDURA,Mildura
2014,December,4 Western, Moorabool,"1,455","4,683.6", MOORABOOL,Moorabool
2014,December,4 Western, Mount Alexander,671,"3,626.8", MOUNT ALEXANDER,Mount Alexander
2014,December,4 Western, Moyne,470,"2,846.4", MOYNE,Moyne
2014,December,4 Western, Northern Grampians,697,"5,918.3", NORTHERN GRAMPIANS,Northern Grampians
2014,December,4 Western, Pyrenees,346,"4,909.9", PYRENEES,Pyrenees
2014,December,4 Western, Queenscliffe,102,"3,434.3", QUEENSCLIFFE,Queenscliffe
2014,December,4 Western, Southern Grampians,706,"4,343.3", SOUTHERN GRAMPIANS,Southern Grampians
2014,December,4 Western, Surf Coast,982,"3,401.0", SURF COAST,Surf Coast
2014,December,4 Western, Swan Hill,"1,629","7,779.4", SWAN HILL,Swan Hill
2014,December,4 Western, Warrnambool,"1,986","5,888.1", WARRNAMBOOL,Warrnambool
2014,December,4 Western, West Wimmera,99,"2,451.7", WEST WIMMERA,West Wimmera
2014,December,4 Western, Yarriambiack,189,"2,729.6", YARRIAMBIACK,Yarriambiack
2014,December,4 Western,Total,"54,681","5,826.3",TOTAL,Total
2014,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,719,, JUSTICE INSTITUTIONS AND IMMIGRATION FACILITIES,Justice Institutions and Immigration Facilities
2014,December,Justice Institutions and Immigration Facilities,Total,719,,TOTAL,Total
2014,December,Unincorporated Vic, Unincorporated Vic,100,, UNINCORPORATED VIC,Unincorporated Vic
2014,December,Unincorporated Vic,Total,100,,TOTAL,Total
2013,December,1 North West Metro, Banyule,"6,430","5,172.4", BANYULE,Banyule
2013,December,1 North West Metro, Brimbank,"15,273","7,785.6", BRIMBANK,Brimbank
2013,December,1 North West Metro, Darebin,"10,016","6,801.0", DAREBIN,Darebin
2013,December,1 North West Metro, Hobsons Bay,"5,447","6,107.3", HOBSONS BAY,Hobsons Bay
2013,December,1 North West Metro, Hume,"12,029","6,506.6", HUME,Hume
2013,December,1 North West Metro, Maribyrnong,"6,956","8,718.8", MARIBYRNONG,Maribyrnong
2013,December,1 North West Metro, Melbourne,"24,650","20,764.7", MELBOURNE,Melbourne
2013,December,1 North West Metro, Melton,"6,826","5,507.7", MELTON,Melton
2013,December,1 North West Metro, Merri-bek,"9,243","5,766.7", MERRI-BEK,Merri-bek
2013,December,1 North West Metro, Moonee Valley,"6,248","5,411.2", MOONEE VALLEY,Moonee Valley
2013,December,1 North West Metro, Nillumbik,"1,600","2,532.7", NILLUMBIK,Nillumbik
2013,December,1 North West Metro, Whittlesea,"9,988","5,571.4", WHITTLESEA,Whittlesea
2013,December,1 North West Metro, Wyndham,"9,941","5,226.3", WYNDHAM,Wyndham
2013,December,1 North West Metro, Yarra,"9,203","10,960.9", YARRA,Yarra
2013,December,1 North West Metro,Total,"133,850","7,209.4",TOTAL,Total
2013,December,2 Eastern, Alpine,363,"2,955.3", ALPINE,Alpine
2013,December,2 Eastern, Bass Coast,"1,970","6,287.7", BASS COAST,Bass Coast
2013,December,2 Eastern, Baw Baw,"2,215","4,854.6", BAW BAW,Baw Baw
2013,December,2 Eastern, Benalla,854,"6,153.6", BENALLA,Benalla
2013,December,2 Eastern, Boroondara,"5,964","3,498.3", BOROONDARA,Boroondara
2013,December,2 Eastern, East Gippsland,"3,070","7,007.7", EAST GIPPSLAND,East Gippsland
2013,December,2 Eastern, Greater Shepparton,"5,116","8,089.3", GREATER SHEPPARTON,Greater Shepparton
2013,December,2 Eastern, Indigo,355,"2,274.9", INDIGO,Indigo
2013,December,2 Eastern, Knox,"6,922","4,427.3", KNOX,Knox
2013,December,2 Eastern, Latrobe,"7,618","10,277.4", LATROBE,Latrobe
2013,December,2 Eastern, Manningham,"3,112","2,629.3", MANNINGHAM,Manningham
2013,December,2 Eastern, Mansfield,293,"3,540.4", MANSFIELD,Mansfield
2013,December,2 Eastern, Maroondah,"5,497","5,007.2", MAROONDAH,Maroondah
2013,December,2 Eastern, Mitchell,"1,991","5,268.9", MITCHELL,Mitchell
2013,December,2 Eastern, Moira,"1,177","4,072.0", MOIRA,Moira
2013,December,2 Eastern, Monash,"6,821","3,722.1", MONASH,Monash
2013,December,2 Eastern, Murrindindi,535,"3,944.6", MURRINDINDI,Murrindindi
2013,December,2 Eastern, South Gippsland,895,"3,165.6", SOUTH GIPPSLAND,South Gippsland
2013,December,2 Eastern, Strathbogie,373,"3,780.3", STRATHBOGIE,Strathbogie
2013,December,2 Eastern, Towong,213,"3,573.2", TOWONG,Towong
2013,December,2 Eastern, Wangaratta,"1,679","6,072.3", WANGARATTA,Wangaratta
2013,December,2 Eastern, Wellington,"2,798","6,549.5", WELLINGTON,Wellington
2013,December,2 Eastern, Whitehorse,"5,801","3,579.1", WHITEHORSE,Whitehorse
2013,December,2 Eastern, Wodonga,"2,235","5,948.1", WODONGA,Wodonga
2013,December,2 Eastern, Yarra Ranges,"5,052","3,347.9", YARRA RANGES,Yarra Ranges
2013,December,2 Eastern,Total,"72,919","4,581.2",TOTAL,Total
2013,December,3 Southern Metro, Bayside,"3,488","3,550.1", BAYSIDE,Bayside
2013,December,3 Southern Metro, Cardinia,"4,344","5,135.3", CARDINIA,Cardinia
2013,December,3 Southern Metro, Casey,"12,056","4,336.3", CASEY,Casey
2013,December,3 Southern Metro, Frankston,"10,780","8,023.8", FRANKSTON,Frankston
2013,December,3 Southern Metro, Glen Eira,"4,740","3,355.5", GLEN EIRA,Glen Eira
2013,December,3 Southern Metro, Greater Dandenong,"12,483","8,405.9", GREATER DANDENONG,Greater Dandenong
2013,December,3 Southern Metro, Kingston,"7,329","4,811.1", KINGSTON,Kingston
2013,December,3 Southern Metro, Mornington Peninsula,"7,517","4,881.1", MORNINGTON PENINSULA,Mornington Peninsula
2013,December,3 Southern Metro, Port Phillip,"8,758","8,573.2", PORT PHILLIP,Port Phillip
2013,December,3 Southern Metro, Stonnington,"7,440","7,189.3", STONNINGTON,Stonnington
2013,December,3 Southern Metro,Total,"78,935","5,650.5",TOTAL,Total
2013,December,4 Western, Ararat,874,"7,606.6", ARARAT,Ararat
2013,December,4 Western, Ballarat,"8,108","8,244.5", BALLARAT,Ballarat
2013,December,4 Western, Buloke,187,"2,927.4", BULOKE,Buloke
2013,December,4 Western, Campaspe,"2,100","5,643.2", CAMPASPE,Campaspe
2013,December,4 Western, Central Goldfields,811,"6,328.5", CENTRAL GOLDFIELDS,Central Goldfields
2013,December,4 Western, Colac-Otway,"1,021","4,853.8", COLAC-OTWAY,Colac-Otway
2013,December,4 Western, Corangamite,456,"2,778.8", CORANGAMITE,Corangamite
2013,December,4 Western, Gannawarra,413,"3,923.6", GANNAWARRA,Gannawarra
2013,December,4 Western, Glenelg,"1,184","5,980.7", GLENELG,Glenelg
2013,December,4 Western, Golden Plains,402,"1,974.3", GOLDEN PLAINS,Golden Plains
2013,December,4 Western, Greater Bendigo,"6,053","5,712.7", GREATER BENDIGO,Greater Bendigo
2013,December,4 Western, Greater Geelong,"13,553","6,067.9", GREATER GEELONG,Greater Geelong
2013,December,4 Western, Hepburn,524,"3,488.2", HEPBURN,Hepburn
2013,December,4 Western, Hindmarsh,184,"3,144.2", HINDMARSH,Hindmarsh
2013,December,4 Western, Horsham,"1,347","6,839.6", HORSHAM,Horsham
2013,December,4 Western, Loddon,264,"3,511.6", LODDON,Loddon
2013,December,4 Western, Macedon Ranges,"1,389","3,114.7", MACEDON RANGES,Macedon Ranges
2013,December,4 Western, Mildura,"4,535","8,531.5", MILDURA,Mildura
2013,December,4 Western, Moorabool,"1,502","4,939.2", MOORABOOL,Moorabool
2013,December,4 Western, Mount Alexander,624,"3,419.7", MOUNT ALEXANDER,Mount Alexander
2013,December,4 Western, Moyne,435,"2,647.4", MOYNE,Moyne
2013,December,4 Western, Northern Grampians,683,"5,749.2", NORTHERN GRAMPIANS,Northern Grampians
2013,December,4 Western, Pyrenees,316,"4,554.6", PYRENEES,Pyrenees
2013,December,4 Western, Queenscliffe,73,"2,431.7", QUEENSCLIFFE,Queenscliffe
2013,December,4 Western, Southern Grampians,883,"5,399.0", SOUTHERN GRAMPIANS,Southern Grampians
2013,December,4 Western, Surf Coast,983,"3,482.4", SURF COAST,Surf Coast
2013,December,4 Western, Swan Hill,"1,437","6,841.9", SWAN HILL,Swan Hill
2013,December,4 Western, Warrnambool,"1,910","5,714.6", WARRNAMBOOL,Warrnambool
2013,December,4 Western, West Wimmera,121,"2,934.0", WEST WIMMERA,West Wimmera
2013,December,4 Western, Yarriambiack,215,"3,057.5", YARRIAMBIACK,Yarriambiack
2013,December,4 Western,Total,"52,587","5,675.2",TOTAL,Total
2013,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,041",,,Justice Institutions and Immigration Facilities
2013,December,Justice Institutions and Immigration Facilities,Total,"1,041",,,Total
2013,December,Unincorporated Vic, Unincorporated Vic,66,,,Unincorporated Vic
2013,December,Unincorporated Vic,Total,66,,,Total
